"xml_file","exchange_number","exchange_name","general_comment","unit","mean_value","min_value","max_value","max_to_abs_mean_ratio","flags"
"product_meat_poultry_strategy_9.xml","3","one-day-chicken, at farm {BR} Economic, U","Animals_total_live_weight_kg_per_1kg_product","kg","1.33333333333333","0.153045607591062","11.616","8.712",""
"product_goat_live_strategy_9.xml","13","Transformation, to grassland/pasture/meadow, EC","Area_ha_per_1kg_product","m2","0.126023944549464","0.0333648393194707","0.912545683679899","7.24105",""
"product_goat_live_strategy_9.xml","12","Occupation, grassland/pasture/meadow, EC","Area_ha_per_1kg_product","m2a","0.126023944549464","0.0333648393194707","0.912545683679899","7.24105",""
"product_goat_live_strategy_9.xml","14","Transformation, from grassland/pasture/meadow, EC","Area_ha_per_1kg_product","m2","0.126023944549464","0.0333648393194707","0.912545683679899","7.24105",""
"product_goat_live_strategy_9.xml","5","kid goat, conventional, intensive forage area, at farm gate {FR} U","Animals_total_live_weight_kg_per_1kg_product","kg","2.17391304347826","0.36231884057971","13.0434782608696","6",""
"product_milk_strategy_9.xml","8","Transformation, to grassland/pasture/meadow, EC","Area_ha_per_1kg_product","m2","0.185069781915906","0","1.10971204857098","5.99618174875907",""
"product_milk_strategy_9.xml","9","Transformation, from grassland/pasture/meadow, EC","Area_ha_per_1kg_product","m2","0.185069781915906","0","1.10971204857098","5.99618174875907",""
"product_milk_strategy_9.xml","7","Occupation, grassland/pasture/meadow, EC","Area_ha_per_1kg_product","m2a","0.185069781915906","0","1.10971204857098","5.99618174875907",""
"product_donkey_live_strategy_9.xml","14","Transformation, from grassland/pasture/meadow, EC","Area_ha_per_1kg_product","m2","0.0236388888888888","0.0055555555555555","0.121288888888889","5.13090481786136",""
"product_donkey_live_strategy_9.xml","13","Transformation, to grassland/pasture/meadow, EC","Area_ha_per_1kg_product","m2","0.0236388888888888","0.0055555555555555","0.121288888888889","5.13090481786136",""
"product_donkey_live_strategy_9.xml","12","Occupation, grassland/pasture/meadow, EC","Area_ha_per_1kg_product","m2a","0.0236388888888888","0.0055555555555555","0.121288888888889","5.13090481786136",""
"product_swine_live_strategy_9.xml","14","Transformation, from unspecified, EC","Area_ha_per_1kg_product","m2","0.0302103851219895","0.0054378693219581","0.152924969487511","5.06200000000001",""
"product_swine_live_strategy_9.xml","12","Occupation, artificial areas, EC","Area_ha_per_1kg_product","m2a","0.0302103851219895","0.0054378693219581","0.152924969487511","5.06200000000001",""
"product_swine_live_strategy_9.xml","13","Transformation, to artificial areas, EC","Area_ha_per_1kg_product","m2","0.0302103851219895","0.0054378693219581","0.152924969487511","5.06200000000001",""
"product_ovine_live_strategy_9.xml","13","Transformation, to grassland/pasture/meadow, EC","Area_ha_per_1kg_product","m2","0.0119743859043344","0.0036483660882993","0.0498158432365551","4.16020025031289",""
"product_ovine_live_strategy_9.xml","14","Transformation, from grassland/pasture/meadow, EC","Area_ha_per_1kg_product","m2","0.0119743859043344","0.0036483660882993","0.0498158432365551","4.16020025031289",""
"product_ovine_live_strategy_9.xml","12","Occupation, grassland/pasture/meadow, EC","Area_ha_per_1kg_product","m2a","0.0119743859043344","0.0036483660882993","0.0498158432365551","4.16020025031289",""
